date,grsr,keyword,geo,time,gprop,category,period,weight,grsr_n,mx,categories,categories2,selected,pts1a,pts1b,pts2,days1a,days1b,days2,grp,post1a,post1b,post2
2019-07-07,83,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,72.82857142857144,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,16,13,5,0,1,1,1
2019-07-14,95,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,83.35800344234079,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,17,14,6,0,1,1,1
2019-07-21,100,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,87.74526678141136,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,18,15,7,0,1,1,1
2019-07-28,77,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,67.56385542168675,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,19,16,8,0,1,1,1
2019-08-04,99,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,86.86781411359725,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,20,17,9,0,1,1,1
2019-08-11,68,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,59.66678141135973,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,21,18,10,0,1,1,1
2019-08-18,80,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,70.19621342512909,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,22,19,11,0,1,1,1
2019-08-25,82,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,71.95111876075731,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,23,20,12,0,1,1,1
2019-09-01,55,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,48.25989672977624,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,24,21,13,0,1,1,1
2019-09-08,46,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,40.36282271944923,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,25,22,14,0,1,1,1
2019-09-15,71,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,62.29913941480206,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,26,23,15,0,1,1,1
2019-09-22,68,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,59.66678141135973,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,27,24,16,0,1,1,1
2019-09-29,77,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,67.56385542168675,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,28,25,17,0,1,1,1
2019-10-06,66,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,57.91187607573149,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,29,26,18,0,1,1,1
2019-10-13,96,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,84.2354561101549,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,30,27,19,0,1,1,1
2019-10-20,80,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,70.19621342512909,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,31,28,20,0,1,1,1
2019-10-27,73,"""lowongan kurir""+""loker kurir""",ID,2019-01-01 2019-10-31,web,0,2019,0.7062922366156354,64.0540447504303,80.49348557741942,Kurir,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,32,29,21,0,1,1,1
2019-01-06,72,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,31.777850375694214,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-10,-13,-21,0,0,0,0
2019-01-13,78,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,34.426004573668735,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-9,-12,-20,0,0,0,0
2019-01-20,77,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,33.984645540672986,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-8,-11,-19,0,0,0,0
2019-01-27,76,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,33.54328650767723,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-7,-10,-18,0,0,0,0
2019-02-03,73,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,32.21920940868997,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-6,-9,-17,0,0,0,0
2019-02-10,69,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,30.45377327670696,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-5,-8,-16,0,0,0,0
2019-02-17,70,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,30.89513230970271,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-4,-7,-15,0,0,0,0
2019-02-24,65,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,28.688337144723945,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-3,-6,-14,0,0,0,0
2019-03-03,58,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,25.598823913753677,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-2,-5,-13,0,0,0,0
2019-03-10,60,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,26.48154197974518,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-1,-4,-12,0,0,0,0
2019-03-17,62,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,27.36426004573669,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,0,-3,-11,0,0,0,0
2019-03-24,62,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,27.36426004573669,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,1,-2,-10,0,1,0,0
2019-03-31,60,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,26.48154197974518,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,2,-1,-9,0,1,0,0
2019-04-07,53,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,23.39202874877491,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,3,0,-8,0,1,0,0
2019-04-14,43,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,18.97843841881738,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,4,1,-7,0,1,1,0
2019-04-21,55,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,24.274746814766416,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,5,2,-6,0,1,1,0
2019-04-28,53,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,23.39202874877491,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,6,3,-5,0,1,1,0
2019-05-05,53,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,23.39202874877491,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,7,4,-4,0,1,1,0
2019-05-12,55,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,24.274746814766416,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,8,5,-3,0,1,1,0
2019-05-19,44,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,19.419797451813135,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,9,6,-2,0,1,1,0
2019-05-26,38,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,16.771643253838615,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,10,7,-1,0,1,1,0
2019-06-02,29,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,12.799411956876838,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,11,8,0,0,1,1,0
2019-06-09,61,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,26.922901012740937,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,12,9,1,0,1,1,1
2019-06-16,89,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,39.28095393662201,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,13,10,2,0,1,1,1
2019-06-23,91,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,40.16367200261353,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,14,11,3,0,1,1,1
2019-06-30,81,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,35.750081672655995,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,15,12,4,0,1,1,1
2019-07-07,96,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,42.370467167592295,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,16,13,5,0,1,1,1
2019-07-14,100,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,44.135903299575304,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,17,14,6,0,1,1,1
2019-07-21,97,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,42.81182620058805,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,18,15,7,0,1,1,1
2019-07-28,90,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,39.722312969617775,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,19,16,8,0,1,1,1
2019-08-04,74,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,32.660568441685726,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,20,17,9,0,1,1,1
2019-08-11,69,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,30.45377327670696,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,21,18,10,0,1,1,1
2019-08-18,75,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,33.10192747468148,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,22,19,11,0,1,1,1
2019-08-25,70,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,30.89513230970271,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,23,20,12,0,1,1,1
2019-09-01,88,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,38.83959490362627,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,24,21,13,0,1,1,1
2019-09-08,81,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,35.750081672655995,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,25,22,14,0,1,1,1
2019-09-15,91,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,40.16367200261353,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,26,23,15,0,1,1,1
2019-09-22,81,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,35.750081672655995,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,27,24,16,0,1,1,1
2019-09-29,83,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,36.632799738647506,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,28,25,17,0,1,1,1
2019-10-06,85,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,37.51551780463901,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,29,26,18,0,1,1,1
2019-10-13,89,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,39.28095393662201,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,30,27,19,0,1,1,1
2019-10-20,81,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,35.750081672655995,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,31,28,20,0,1,1,1
2019-10-27,84,"""daftar gojek""+""daftar grab""",ID,2019-01-01 2019-10-31,web,0,2019,0.7412747812032532,37.074158771643255,167.95278351318711,Driver online,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,32,29,21,0,1,1,1
2019-01-06,93,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,79.34004024144869,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-10,-13,-21,0,0,0,0
2019-01-13,90,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,76.78068410462777,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-9,-12,-20,0,0,0,0
2019-01-20,94,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,80.19315895372233,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-8,-11,-19,0,0,0,0
2019-01-27,100,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,85.3118712273642,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-7,-10,-18,0,0,0,0
2019-02-03,71,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,60.57142857142856,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-6,-9,-17,0,0,0,0
2019-02-10,59,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,50.33400402414486,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-5,-8,-16,0,0,0,0
2019-02-17,77,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,65.69014084507042,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-4,-7,-15,0,0,0,0
2019-02-24,68,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,58.012072434607646,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-3,-6,-14,0,0,0,0
2019-03-03,49,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,41.80281690140845,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-2,-5,-13,0,0,0,0
2019-03-10,85,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,72.51509054325955,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,-1,-4,-12,0,0,0,0
2019-03-17,83,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,70.80885311871228,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,0,-3,-11,0,0,0,0
2019-03-24,92,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,78.48692152917504,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,1,-2,-10,0,1,0,0
2019-03-31,77,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,65.69014084507042,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,2,-1,-9,0,1,0,0
2019-04-07,64,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,54.599597585513074,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,3,0,-8,0,1,0,0
2019-04-14,73,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,62.27766599597585,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,4,1,-7,0,1,1,0
2019-04-21,46,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,39.24346076458752,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,5,2,-6,0,1,1,0
2019-04-28,69,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,58.86519114688129,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,6,3,-5,0,1,1,0
2019-05-05,53,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,45.21529175050301,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,7,4,-4,0,1,1,0
2019-05-12,51,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,43.50905432595573,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,8,5,-3,0,1,1,0
2019-05-19,49,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,41.80281690140845,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,9,6,-2,0,1,1,0
2019-05-26,32,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,27.299798792756537,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,10,7,-1,0,1,1,0
2019-06-02,62,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,52.893360160965784,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,11,8,0,0,1,1,0
2019-06-09,66,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,56.30583501006035,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,12,9,1,0,1,1,1
2019-06-16,69,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,58.86519114688129,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,13,10,2,0,1,1,1
2019-06-23,66,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,56.30583501006035,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,14,11,3,0,1,1,1
2019-06-30,83,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,70.80885311871228,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,15,12,4,0,1,1,1
2019-07-07,78,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,66.54325955734406,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,16,13,5,0,1,1,1
2019-07-14,69,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,58.86519114688129,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,17,14,6,0,1,1,1
2019-07-21,71,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,60.57142857142856,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,18,15,7,0,1,1,1
2019-07-28,54,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,46.06841046277666,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,19,16,8,0,1,1,1
2019-08-04,59,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,50.33400402414486,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,20,17,9,0,1,1,1
2019-08-11,66,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,56.30583501006035,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,21,18,10,0,1,1,1
2019-08-18,68,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,58.012072434607646,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,22,19,11,0,1,1,1
2019-08-25,86,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,73.36820925553319,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,23,20,12,0,1,1,1
2019-09-01,71,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,60.57142857142856,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,24,21,13,0,1,1,1
2019-09-08,64,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,54.599597585513074,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,25,22,14,0,1,1,1
2019-09-15,77,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,65.69014084507042,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,26,23,15,0,1,1,1
2019-09-22,57,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,48.62776659959758,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,27,24,16,0,1,1,1
2019-09-29,52,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,44.36217303822937,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,28,25,17,0,1,1,1
2019-10-06,72,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,61.4245472837022,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,29,26,18,0,1,1,1
2019-10-13,63,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,53.746478873239425,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,30,27,19,0,1,1,1
2019-10-20,95,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,81.04627766599597,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,31,28,20,0,1,1,1
2019-10-27,59,"""modal jualan""+""cara jualan online""",ID,2019-01-01 2019-10-31,web,0,2019,0.8009848565074658,50.33400402414486,93.8890268123138,Berjualan,Mencari pekerjaan/menyiapkan usaha,1,17972,17993,18049,32,29,21,0,1,1,1
2020-01-05,2,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,1.7255343082114738,74.53372675495778,PHK,PHK,1,18336,18364,18420,-10,-14,-22,1,0,0,0
2020-01-12,4,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,3.4510686164229476,74.53372675495778,PHK,PHK,1,18336,18364,18420,-9,-13,-21,1,0,0,0
2020-01-19,5,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,4.3138357705286845,74.53372675495778,PHK,PHK,1,18336,18364,18420,-8,-12,-20,1,0,0,0
2020-01-26,6,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,5.176602924634422,74.53372675495778,PHK,PHK,1,18336,18364,18420,-7,-11,-19,1,0,0,0
2020-02-02,6,"""phk buruh""+""phk karyawan""+""phk corona""",ID,2020-01-01 2020-10-31,web,0,2020,0.6430525131726955,5.176602924634422,74.53372675495778,PHK,PHK,1,18336,18364,18420,-6,-10,-18,1,0,0,0
